device_id    expected_vendor                               inferred_vendor          device_oui                                                         is_correct
s511e205767  philips hue                                   philips                  Philips Lighting BV                                                         0
sfe1a21fef8  nvidia                                        nvidia                   NVIDIA                                                                      1
s301a4a324d  amazon                                                                                                                                             0
s5c1ff011ff  amazon                                                                                                                                             0
sea83bc6263  marusys                                                                Marusys                                                                     0
s9c06687f36  hp                                            sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
s94c4f48aab  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s61f0d763c7  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sa88fe5d001  motorola                                      motorola                 Motorola Mobility LLC, a Lenovo Company                                     1
s7b893fb1da  epson                                         epson                    Seiko Epson Corporation                                                     1
s0bfc3034d2  cyberrain                                                              Cyber-Rain, Inc.                                                            0
s1f8b261461  amazon                                        lennox                   GainSpan Corp.                                                              0
s81e7dc6eac  ring                                          ring                     Delta Electronics                                                           1
sf98c3d6b70  ring                                          ring                     Delta Electronics                                                           1
s01dfcefa53  nest                                          nest                     Nest Labs Inc.                                                              1
sfea11147bf  amazon                                                                                                                                             0
sb9b3859c29  motorola                                      arris                    ARRIS Group, Inc.                                                           0
s43b430544c  amazon                                                                                                                                             0
s33ff4caebb  adafruit                                      sonoff                   Espressif Inc.                                                              0
sb090e14a90  acer                                          sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
s3a48aae6b7  google                                        google                   Google, Inc.                                                                1
s2be4caabb2  google                                        insignia                 StreamUnlimited Engineering GmbH                                            0
sdf1d40b119  google                                        google                   Google, Inc.                                                                1
s7c821c9b8d  microsoft                                     microsoft                Microsoft Corporation                                                       1
s7a33df7cf7  marantz                                       denon                    D&M Holdings Inc.                                                           0
sff955c6e39  wyze                                          wyze                     IEEE Registration Authority                                                 1
se85d69e8ea  wyze                                          wyze                     IEEE Registration Authority                                                 1
se1a1b76563  wyze                                          wyze                     IEEE Registration Authority                                                 1
s40d8d90e30  insignia                                      tcl                      Hui Zhou Gaoshengda Technology Co.,LTD                                      0
s2bd486864e  wyze                                          wyze                     IEEE Registration Authority                                                 1
sfe402a648f  jbl                                           sony                     Liteon Technology Corporation                                               0
s1df922096a  wyze                                          wyze                     IEEE Registration Authority                                                 1
sd286d7a140  google                                        google                   Google, Inc.                                                                1
se5392aafb2  wyze                                          wyze                     IEEE Registration Authority                                                 1
sb65491f80f  lg                                            lg                       LG Electronics (Mobile Communications)                                      1
s2511145237  silicon dust                                  silicondust              Silicondust Engineering Ltd                                                 0
s321d5b4474  wyze                                          wyze                     IEEE Registration Authority                                                 1
s4f5656ddd4  logitech                                      logitech                 Logitech                                                                    1
s72faa8ec49  ring                                          ring                     Texas Instruments                                                           1
s5da2a192b6  wyze                                          wyze                     IEEE Registration Authority                                                 1
sf145716d4f  google                                        google                   Google, Inc.                                                                1
sfea67232e9  samsung                                       samsung                  Physical Graph Corporation                                                  1
s2d1b554143  wyze                                          wyze                     IEEE Registration Authority                                                 1
se11f080d66  google                                                                                                                                             0
s60285dd27c  samsung                                                                                                                                            0
sc74d9a03a5  google                                        google                   Google, Inc.                                                                1
sb14ede7abd  apple                                                                                                                                              0
sa42e3234af  google                                        google                   Google, Inc.                                                                1
s8c47c9bbd9  nest                                          nest                     Nest Labs Inc.                                                              1
s2b0a697b6d  google                                        google                   Google, Inc.                                                                1
s7d6acc81df  ring                                          ring                     Universal Global Scientific Industrial Co., Ltd.                            1
s0bca19cb9a  netgear                                       netgear                  NETGEAR                                                                     1
s6a149f0262  asustek computer inc.                         asus                     ASUSTek COMPUTER INC.                                                       0
s13f791d96d  hp                                            hp                       Hewlett Packard                                                             1
s27c9603c1b  vm ware                                       vmware                   VMware, Inc.                                                                0
sc086ea98cd  apple                                                                                                                                              0
sb2ce474919  nvidia                                        nvidia                   NVIDIA                                                                      1
s9b7daa2adf  samsung                                                                                                                                            0
s4b3bc0f6fa  wyze                                          wyze                     IEEE Registration Authority                                                 1
s4f8446d926  google                                                                                                                                             0
s110a181284  google                                        google                   Google, Inc.                                                                1
sc2045968c7  wyzze                                                                                                                                              0
s5098d4ae3e  circle                                                                 Circle Media Inc                                                            0
sa406e57ded  hpe                                           hp                       Hewlett Packard                                                             0
s37e921454b  cisco-linksys                                 linksys                  Cisco-Linksys, LLC                                                          0
sb5363b8a71  hpe                                           hp                       Hewlett Packard                                                             0
sa06731e842  raspberrypi                                   raspberry pi             Raspberry Pi Foundation                                                     0
s82045e72fd  wanscam                                                                Atrie                                                                       0
s0cd2bff05c  hpe                                           hp                       Hewlett Packard                                                             0
sc357198294  wanscam                                       yi                       SHENZHEN BILIAN ELECTRONIC CO.，LTD                                          0
sc4d57989a0  raspberry pi foundation                       raspberry pi             Raspberry Pi Foundation                                                     0
s241b12d16c  xiaomi                                                                                                                                             0
s94c4ef6732  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s340dc488ac  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s1c81554044  nest labs                                     nest                     Nest Labs Inc.                                                              0
s155736c478  nest                                          nest                     Nest Labs Inc.                                                              1
sc2ef7c1958  synology                                      synology                 Synology Incorporated                                                       1
s2beb756aa2  synology                                      synology                 Synology Incorporated                                                       1
scc3a95ea27  raspberry pi                                  raspberry pi             Raspberry Pi Foundation                                                     1
sf9a20bfca7  google                                        google                   Google, Inc.                                                                1
sc2e30447e4  nvidia                                        nvidia                   NVIDIA                                                                      1
se540d66c28  google                                        google                   Google, Inc.                                                                1
s37d3e02dfe  google                                        google                   Google, Inc.                                                                1
sa10265c794  google                                        google                   Google, Inc.                                                                1
sb33c186a3e  google                                        google                   Google, Inc.                                                                1
s818512d2df  samsung                                       samsung                  Physical Graph Corporation                                                  1
s4151adca27  synology                                      synology                 Synology Incorporated                                                       1
sf64e9f6141  google                                        google                   Google, Inc.                                                                1
s772e0784f8  nintendo                                      nintendo                 ASIX ELECTRONICS CORP.                                                      1
s35bb42147a  google/lg                                     lg                       LG Electronics (Mobile Communications)                                      0
sb9832899fb  synology                                      synology                 Synology Incorporated                                                       1
sd8bbf55cf7  iegeek                                                                                                                                             0
s5c2035b68d  iegeek                                        yi                       SHENZHEN BILIAN ELECTRONIC CO.，LTD                                          0
s21369631ac  anova                                         unknown                  Shanghai High-Flying Electronics Technology Co., Ltd                        0
s94cc2db83d  lg electoronics                               lg                       LG Innotek                                                                  0
sd79f1a6f2a  virgin                                        arris                    ARRIS Group, Inc.                                                           0
s83b8765819  huawei                                        huawei                   HUAWEI TECHNOLOGIES CO.,LTD                                                 1
sc19452087c  synology                                      synology                 Synology Incorporated                                                       1
s914dbb7005  home assistant                                home assistant           PCS Systemtechnik GmbH                                                      1
sebea4e2274  belkin                                        belkin                   Belkin International Inc.                                                   1
s8f29e02680  enphase energy                                tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
sc31dc937ac  sony                                          sony                     MITSUMI ELECTRIC CO.,LTD.                                                   1
s6bcb46a220  iclever                                       sonoff                   Espressif Inc.                                                              0
s6154431c4b  iclever                                       sonoff                   Espressif Inc.                                                              0
s5fc7d421ed  google                                        google                   Google, Inc.                                                                1
sad87270d08  raspberrypi foundation                        raspberry pi             Raspberry Pi Foundation                                                     0
sfc9594b4b6  motorola                                      arris                    ARRIS Group, Inc.                                                           0
s03b985aa3f  dell                                          dell                     Dell Inc.                                                                   1
s7c54977beb  tenvis                                        yi                       SHENZHEN BILIAN ELECTRONIC CO.，LTD                                          0
sc2333d4251  google                                        google                   Google, Inc.                                                                1
s59ac888506  dell                                          dell                     Dell Inc.                                                                   1
sf9a66e8844  google                                        google                   Google, Inc.                                                                1
sb9ef35d781  vizio                                         vizio                    Vizio, Inc                                                                  1
s1534ee25f6  iclever                                       sonoff                   Espressif Inc.                                                              0
s78a8049965  roku                                          roku                     Roku, Inc.                                                                  1
s0b4be88c53  iclever                                       sonoff                   Espressif Inc.                                                              0
s66eaad904b  google                                        google                   Google, Inc.                                                                1
s13283993ca  vizio                                         vizio                    Vizio, Inc                                                                  1
sa6ab394f11  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
s6aa84b2331  rainmachine                                   tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s7229179db2  iclever                                       sonoff                   Espressif Inc.                                                              0
se63f928115  google                                        google                   Google, Inc.                                                                1
s6b96fd3f2a  iclever                                       sonoff                   Espressif Inc.                                                              0
s5423d9c289  motorola                                      arris                    ARRIS Group, Inc.                                                           0
s73d3cd21d6  honeywell                                     honeywell                ADEMCO                                                                      1
s4b09be96f7  google                                        nest                     Nest Labs Inc.                                                              0
sa95142390b  samsung                                       samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         1
sbfa036b370  hp                                            hp                       SIFROM Inc.                                                                 1
s3c6d459fab  lg                                            lg                       LG Electronics                                                              1
sae827d699c  vizio                                         vizio                    Vizio, Inc                                                                  1
sd40ea54e5f  casa                                          raspberry pi             Raspberry Pi Foundation                                                     0
s154ccfe8b0  china                                                                  Jinan Jovision Science & Technology Co., Ltd.                               0
sb570599325  nodered                                       vmware                   VMware, Inc.                                                                0
s1772194a24  lg                                                                                                                                                 0
sa11d02cd73  amazon                                                                                                                                             0
s60bb985d4c  ubuntu                                        vmware                   VMware, Inc.                                                                0
sa73504e6e0  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s5da29a8f64  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sffeb109e29  vera                                          vera                     Sercomm Corporation.                                                        1
sa9987d1937  motorola                                      motorola                 Motorola Mobility LLC, a Lenovo Company                                     1
sc1f499eec2  belkin                                        belkin                   Belkin International Inc.                                                   1
s1d9fcb9d5c  belkin                                        sonoff                   Espressif Inc.                                                              0
s64ab327b62  belkin                                        belkin                   Belkin International Inc.                                                   1
s05a4695c56  sony                                          sony                     Sony Corporation                                                            1
s6261a67902  wyze                                                                                                                                               0
s30bf114f47  vizio                                         vizio                    Vizio, Inc                                                                  1
s7a6f8a74a5  ecobee                                        ecobee                   ecobee inc                                                                  1
s5196fd554b  sony                                          sony                     Sony Corporation                                                            1
sc9699e9705  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s9ec2c3f804  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s73b66ba91e  audio pro                                     eufy                     LinkSprite Technologies, Inc.                                               0
s815eda0064  libratone                                                                                                                                          0
s0a0afc70fc  philips                                       philips                  Philips Lighting BV                                                         1
s64fd01d88e  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s86ae29a476  none                                          linksys                  Cisco-Linksys, LLC                                                          0
s8f3c91272f  hewlet                                        asus                     ASUSTek COMPUTER INC.                                                       0
s333374c43c  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
saa176161cc  hardkernel                                                             WIBRAIN                                                                     0
s1f070071c3  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s85710e007b  rasberry pi                                   raspberry pi             Raspberry Pi Foundation                                                     0
s20b59c1f3e  opensprinker                                                                                                                                       0
s597ffd4dfa  ?                                             sonoff                   Espressif Inc.                                                              0
s03764b493b  ?                                             sonoff                   Espressif Inc.                                                              0
s7dd252fbbe  apple                                         apple                    Apple, Inc.                                                                 1
sd133db91db  microsoft                                     vmware                   VMware, Inc.                                                                0
s2b662b35a7  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s1fd522a8c4  apple                                                                                                                                              0
s5c941dfd19  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
s60012645f9  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
s2a6ea05146  redhat                                        vmware                   VMware, Inc.                                                                0
seaa8d5316e  lg                                            lg                       LG Electronics                                                              1
s5e025d26b2  vmware                                        lenovo                   Intel Corporate                                                             0
s3f182f5924  asrock                                        asrock                   ASRock Incorporation                                                        1
s5fb3755f69  nintendo                                      nintendo                 Nintendo Co., Ltd.                                                          1
s182355cafb  verisure                                                               Securitas Direct AB                                                         0
s55e159e302  nest labs                                     nest                     Nest Labs Inc.                                                              0
s2ca0a61623  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s2cb8e09753  samsung                                       samsung                  SmartThings, Inc.                                                           1
se2c6eaa5d1  ubiquiti                                      ubiquiti                 Ubiquiti Networks Inc.                                                      1
s8375f33b06  ubiquiti                                      ubiquiti                 Ubiquiti Networks Inc.                                                      1
s20d56638f9  thecus                                                                 Thecus Technology Corp.                                                     0
s957bf723e3  wyzecam                                                                                                                                            0
s72d5364b69  synology                                      synology                 Synology Incorporated                                                       1
s9420700f95  hp                                            sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
s0918b2dc3a  google                                        google                   Google, Inc.                                                                1
sa425abe817  aurora                                        wyze                     IEEE Registration Authority                                                 0
s83a4f147d9  philips                                       philips                  Philips Lighting BV                                                         1
s64145d504a  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
s49e48888e5  google                                        google                   Google, Inc.                                                                1
s278ffb4d05  xiaomi                                                                                                                                             0
sc6bf67198b  vivint                                                                 Suga Electronics Limited                                                    0
sa43bd7699b  other                                         roku                     Roku, Inc.                                                                  0
s17ceff62c1  roku                                          roku                     Roku, Inc                                                                   1
sec273d7954  rasberry pi                                   raspberry pi             Raspberry Pi Foundation                                                     0
s1b33cb5f17  google                                        google                   Google, Inc.                                                                1
sd6f4d29845  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s943684348e  google                                        google                   Salcomp (Shenzhen) CO., LTD.                                                1
sf76ae38e51  geeni                                         sonoff                   Espressif Inc.                                                              0
s63d832d790  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s979b206aea  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
sfb3d406174  google                                        google                   Google, Inc.                                                                1
s946cae273e  motorola                                                                                                                                           0
s80ce062d12  google                                        google                   Google, Inc.                                                                1
sf87a0af946  wyze                                                                                                                                               0
s23b5896749  google                                        google                   Google, Inc.                                                                1
s23ff83d28f  wyze                                                                                                                                               0
s458cb18766  google                                        google                   Google, Inc.                                                                1
s8fbc878ffa  google                                        google                   Google, Inc.                                                                1
sadb4b97d21  ip datatel                                                             IP Datatel, LLC.                                                            0
s41fab1c9d0  google                                        google                   Google, Inc.                                                                1
s3b19d7232c  google                                        google                   Google, Inc.                                                                1
s7007fbf312  google                                        google                   Google, Inc.                                                                1
sd9a107bce7  wyze                                          wyze                     IEEE Registration Authority                                                 1
sfc3fba2deb  synology                                      synology                 Synology Incorporated                                                       1
s5b8a4ca53a  brother                                       brother                  Brother industries, LTD.                                                    1
s84a00e7153  unknown                                       raspberry pi             Raspberry Pi Foundation                                                     0
se665c22b4e  hp                                            hp                       Hewlett Packard                                                             1
s3ebab5e2a6  yamaha                                        yamaha                   YAMAHA CORPORATION                                                          1
sd6442066a4  google                                        google                   Google, Inc.                                                                1
sd1724bbe72  synology                                      synology                 Synology Incorporated                                                       1
s4cea9b026c  hp                                            hp                       Hewlett Packard                                                             1
s3cb0b11238  google                                        google                   Google, Inc.                                                                1
s6207c396fd  wyze                                                                                                                                               0
sf842088794  google                                                                                                                                             0
sd20db76069  google                                        google                   Google, Inc.                                                                1
s8572a145ae  tivo                                          tivo                     TiVo                                                                        1
s9a85ea6ceb  tivo                                          tivo                     TiVo                                                                        1
seb36d699e5  tivo                                          tivo                     TiVo                                                                        1
sbc1bf65afb  tivo                                          tivo                     TiVo                                                                        1
s4ef871fa44  tivo                                          tivo                     TiVo                                                                        1
sade788ed9c  google                                        google                   Google, Inc.                                                                1
s0d862be88e  google                                        google                   Google, Inc.                                                                1
s8bae471930  broadlink                                     broadlink                HangZhou Gubei Electronics Technology Co.,Ltd                               1
sda51a44e5e  home assistant                                ring                     Universal Global Scientific Industrial Co., Ltd.                            0
s6dd2e154c5  google                                        google                   Google, Inc.                                                                1
seb76234a34  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
sca1cf0aba9  qnap                                          qnap                     ICP Electronics Inc.                                                        1
s17aad0eaef  tenvis                                        unknown                  Ralink Technology, Corp.                                                    0
sc810b91a77  samsung                                       samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         1
s922e04dbce  apple                                                                                                                                              0
sa382ee79a5  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s0bc536cab6  huawei                                        huawei                   HUAWEI TECHNOLOGIES CO.,LTD                                                 1
s8fe9b0f1df  linksys                                       linksys                  Cisco-Linksys, LLC                                                          1
sd337cf0c63  ring                                          ring                     Texas Instruments                                                           1
s40807ebb73  lg electronics                                lg                       Arcadyan Corporation                                                        0
s2929d33476  wyze                                          wyze                     IEEE Registration Authority                                                 1
s6956e57aa9  honeywell                                     honeywell                ADEMCO                                                                      1
s0f412befa6  fing                                          wyze                     IEEE Registration Authority                                                 0
sf3e8cb6256  ring                                          ring                     Texas Instruments                                                           1
s69ca3ddcbe  panasonic                                     foscam                   AMPAK Technology, Inc.                                                      0
s686487f240  raspberrypi                                   raspberry pi             Raspberry Pi Foundation                                                     0
s5b3d58c13d  lg electronics                                lg                       Arcadyan Corporation                                                        0
s6566b3c845  ring                                          ring                     Texas Instruments                                                           1
s02f7d951f3  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sf0b04207eb  google                                        google                   AzureWave Technology Inc.                                                   1
s1dcaaa999a  philips                                       tcl                      Hui Zhou Gaoshengda Technology Co.,LTD                                      0
s88b59f154b  netatmo                                       netatmo                  Netatmo                                                                     1
sa1ef695cdb  netatmo                                       netatmo                  Netatmo                                                                     1
s5d5e78b63c  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
sf96346cb5b  d-link                                                                                                                                             0
sedde2351b8  panasonic                                     august                   Wistron Neweb Corporation                                                   0
s7198b0d4cc  d-link                                                                                                                                             0
s019efb2c30  marantz                                       denon                    D&M Holdings Inc.                                                           0
s2ff52abdb6  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
s1c70000e9c  homeboy                                       ring                     Universal Global Scientific Industrial Co., Ltd.                            0
saf8adf6b90  fibaro                                                                 Fibar Group sp. z o.o.                                                      0
s9b16e9ca1f  motorola                                      motorola                 Motorola Mobility LLC, a Lenovo Company                                     1
s26a6bb7c2d  marshall                                      foscam                   AMPAK Technology, Inc.                                                      0
s65890a5aa7  raspberry                                     microsoft                EDUP INTERNATIONAL (HK) CO., LTD                                            0
s41cb86dfb0  epson                                         epson                    Seiko Epson Corporation                                                     1
s94590f3d85  philips                                       philips                  Philips Lighting BV                                                         1
sf7e92b7fd9  netatmo                                       netatmo                  Netatmo                                                                     1
s26b8543b90  nest                                          nest                     Dropcam                                                                     1
sb3a10fe636  nvidia                                        nvidia                   NVIDIA                                                                      1
s3a90eb4b88  samsung                                       samsung                  SmartThings, Inc.                                                           1
s9ad1b811e5  philips                                       philips                  Philips Lighting BV                                                         1
sccd8d0b734  google                                        google                   Google, Inc.                                                                1
s78d1333afb  ubiquiti networks                             ubiquiti                 Ubiquiti Networks Inc.                                                      0
