device_id    expected_vendor                               inferred_vendor            is_same
sa1cfbdaff6  google                                        google                           1
sef6c074152  lg electoronics                               sony                             0
s088ad4b331  chamberlain                                   chamberlain                      1
sbbdcf35214  google                                        google                           1
sd40fbef353  tcl                                           tcl                              1
s21c2f74bd9  plex                                          hp                               0
s23c2b41e59  nintendo                                      nintendo                         1
s20f6709dd3  google                                        google                           1
s8a65dc20f2  raspberry pi                                  raspberry pi                     1
sd9e97c0ecc  asustek computer inc.                         asus                             0
s2d8d43703a  apple                                         apple                            1
sae04f96d1a  xiaomi                                        samsung                          0
s38408bd056  sony                                          sony                             1
sc211eae1b4  xiaomi                                        xiaomi                           1
s5ce35cb868  magic light                                   espressif                        0
s0e1d16bcf5  sonoff                                        espressif                        0
s8cd4619abf  google                                        google                           1
s56d9baa691  ajax                                          wyze                             0
sc93405c37b  xiamoi                                        xiaomi                           1
s43ed560fa1  xiaomi                                        xiaomi                           1
sfbee828774  arduino                                       espressif                        0
scf9ff44936  ikea                                          ikea                             1
s73d6d5870e  google                                        google                           1
s6fb0d7154d  xiaomi                                        xiaomi                           1
s7d43e2a029  raspberry pi                                  raspberry pi                     1
s5c8f5fcea0  philips                                       philips                          1
s4135d0c703  lg                                            lg electronics                   0
s7f7d2ef6d9  apple                                         apple                            1
s71ebbb53e7  sony                                          sony                             1
s5e8189b92e  nintendo                                      nintendo                         1
s6bc0debaea  logitech                                      logitech                         1
s2b05690e33  amazon                                        amazon                           1
sd451e1bce4  vizio                                         amazon                           0
s9bdb5c7fa8  lutron                                        amazon                           0
s2db79b6cad  amazon                                        amazon                           1
sd6c0349c5a  amazon                                        amazon                           1
s1c6b87dc49  amazon                                        amazon                           1
s43543be4a7  nvidia                                        nvidia                           1
sd48fbb3803  apple                                         apple                            1
s0d358dfdbd  bosch                                         bosch                            1
s7b98b9c3d7  sonos                                         sonos                            1
s3ac46cdf6f  amazon                                        amazon                           1
sd96f2d4797  google                                        google                           1
sabc9d7b731  sonos                                         sonos                            1
s54d9ab0cdf  apple                                         apple                            1
sd20876d586  qnap                                          qnap                             1
sf08b6880bc  ecobee                                        ecobee                           1
s9e86cebe41  big ass fans                                  apple                            0
s6a910d1c53  belkin                                        belkin                           1
s42506dfc96  google nest                                   google                           0
s1a1228646d  belkin                                        belkin                           1
sc20101538f  google                                        google                           1
scd6cffafae  sonos                                         sonos                            1
s0590c85d2b  big ass fans                                  apple                            0
s5cc27b96c1  ooma                                          ooma                             1
s9bfb401af7  belkin                                        belkin                           1
s8efae32b8e  sony                                          sony                             1
sa1deae4242  raspberry                                     toshiba                          0
s6ce5271939  netgear                                       netgear                          1
s845b2fa9cb  qnap                                          qnap                             1
sd661908ee7  raspberry pi foundation                       raspberry pi                     0
s1bde8de2b4  apple                                         apple                            1
s03c63b80b8  philips hue                                   philips                          0
s440f0be682  apple                                         apple                            1
sb94ff04dce  bose                                          bose                             1
s10cd0e3f4f  apple                                         apple                            1
s9a19307be4  apple                                         apple                            1
sd495528e1b  apple                                         apple                            1
scb373a2a53  qnap                                          qnap                             1
sdd9c2465c4  roku                                          roku                             1
saba72909ec  broadlink                                     broadlink                        1
s95d4bb4800  aux                                           broadlink                        0
s31cccc73a5  broadlink                                     broadlink                        1
sab63c09c89  tcl                                           tcl                              1
s9e029e19b6  aux                                           broadlink                        0
s805cad3d6a  google                                        google                           1
sbba11cdfe9  philips                                       philips                          1
se437ff55a2  google                                        google                           1
s761e56d44d  amazon                                        amazon                           1
sc0466abf1c  microsoft                                     microsoft                        1
s81cca2cfb6  nuheat                                        apple                            0
s51fc73e9d2  hewlet-packard                                hp                               0
s0c3a095833  axis                                          apple                            0
sc5918a2a0d  axis                                          apple                            0
s34fd015cc4  honeywell                                     honeywell                        1
s5259dbc27a  axis                                          foscam                           0
s28c1bcde6f  lutron                                        amazon                           0
s7f98681086  microsoft                                     microsoft                        1
s848bb88c0b  google                                        google                           1
sde0cac7bb2  google                                        google                           1
se70d9260cd  nexlux                                        espressif                        0
s7bd730d940  google                                        google                           1
s082605bcf8  apple                                         apple                            1
s278693d623  apple                                         apple                            1
s212f21885c  raspberrypi                                   raspberry pi                     1
s751dd6fdf3  google                                        google                           1
s4244ac642b  google                                        google                           1
s2106633a31  raspberry pi                                  raspberry pi                     1
sff014f3778  google                                        google                           1
sc8095c1113  google                                        google                           1
s57ac497101  ecobee                                        ecobee                           1
s602dca63d9  google                                        google                           1
s731f6bf7ed  nexlux                                        espressif                        0
sc3b2e39a2f  google                                        google                           1
sa9d5237aac  hewlett-packard                               hp                               0
s567b29daa2  sense                                         amazon                           0
sa65d282c98  wink                                          wink                             1
s4266a74705  apple                                         google                           0
s699ee3da66  apple                                         apple                            1
s6a2842fdac  sonos                                         sonos                            1
sb3a3dda175  philips hue                                   philips                          0
sd5bdbfa422  tado                                          tado                             1
s5e706372f6  logitech                                      qnap                             0
s25e01038a7  google                                        google                           1
s487e84b397  tplink                                        tp-link                          1
s9380c41e9b  home-made                                     asus                             0
s84422618eb  lyfx                                          lifx                             0
sf600184f95  lyfx                                          lifx                             0
sbde81c8a02  tp-link                                       tp-link                          1
sfcf44b964c  google                                        google                           1
se079b94912  tcl                                           samsung                          0
s38d51d11b8  lyfx                                          lifx                             0
s1803aed738  amazon                                        espressif                        0
s33cd0dfab9  toshiba                                       amazon                           0
sb5f8d1cc0d  espressif                                     espressif                        1
s5110fb083c  bose                                          apple                            0
s772e59e1da  withings                                      amazon                           0
sa044f9997a  flic                                          apple                            0
s1c129db2a1  chamberlain                                   chamberlain                      1
s163fd1e287  general elctric                               apple                            0
s4268ad8331  google nest                                   google                           0
sb00fc1eefe  google nest                                   google                           0
sfa02ccd606  philips                                       philips                          1
scf120d2c0e  wemo                                          belkin                           0
saab4550977  wemo                                          belkin                           0
s7c93be9d9c  apple                                         apple                            1
s3783d4b7e8  unknown                                       unknown                          1
s87e2919a51  google                                        google                           1
s5d190ea117  google                                        google                           1
s5d48e3d9c4  amazon                                        amazon                           1
s14cf78cc62  apple                                         apple                            1
s99646800a9  wyze                                          wyze                             1
se4cf815c1b  philips hue                                   philips                          0
s2ecbae7088  koogeek                                       koogeek                          1
s64f6b7e319  tado                                          tado                             1
scd676d7479  fritz                                         avm                              0
s380244546e  vizio                                         vizio                            1
s96ad2f765c  apple                                         apple                            1
sbfa5638751  vizio                                         vizio                            1
s158b279bab  hewlett packard                               hp                               0
s25982ce8c1  ikea                                          ikea                             1
see496b6491  apple                                         apple                            1
sbd031156ad  amazon                                        amazon                           1
se4fce70a54  amazon                                        amazon                           1
s2af5794f06  hp                                            hp                               1
saaa3e77993  apple                                         apple                            1
sf2ce485029  telldus                                       apple                            0
scdbb935786  philips                                       philips                          1
s126fce9c9f  sonos                                         sonos                            1
sc3b5f276e3  google                                        google                           1
s8aeed00ccd  google                                        google                           1
sf510c4b0f5  urbanears                                     medion                           0
s23bbb177ff  google                                        google                           1
sfade16044d  sonos                                         sonos                            1
s749b636f11  ?                                             sengled                          0
s6a294e4326  azurewave technology inc.                     google                           0
s9ccd2bf588  google                                        google                           1
s5456534742  sonos                                         sonos                            1
s88fddf37ce  athom                                         amazon                           0
s52e70a4224  synology                                      synology                         1
sb046ed099f  sonos                                         sonos                            1
sdca3e66638  ewelink                                       espressif                        0
se41d128cac  amazon                                        amazon                           1
sa172f42a60  tv decoder                                    toshiba                          0
s135b0a3d21  linksys                                       belkin                           0
s9be2ca6a95  philips                                       philips                          1
s58b0ed9531  wemo                                          belkin                           0
sc40ec81006  apple                                         apple                            1
s6adfe7d39b  google nest                                   google                           0
s4393ffef1f  wemo                                          belkin                           0
s02ef53eed0  lg                                            lg                               1
s7724807753  western digital                               wd                               0
sbf3e49eb84  roku                                          roku                             1
sa05c12a942  apple                                         apple                            1
s91baa988d4  chamberlain                                   chamberlain                      1
sdffb3c9652  wyzecam                                       wyze                             0
sd7fc075098  logitech                                      logitech                         1
s6324a2f039  wyzecam                                       wyze                             0
s0081265efc  wyzecam                                       wyze                             0
sf9db9e7af5  google                                        google                           1
s09b7db806b  wemo                                          belkin                           0
s44af9eb000  wyze                                          wyze                             1
s3df38cb92c  wyze                                          wyze                             1
se48ea583bc  wemo                                          belkin                           0
s43f6f57d78  wemo                                          belkin                           0
sc1dff90ee8  google                                        google                           1
s0966b525c3  roku                                          roku                             1
s3ec393fb4c  august                                        august                           1
sbf472def29  wemo                                          belkin                           0
sbd9aae1279  apple                                         apple                            1
sd7381f7502  apple                                         apple                            1
s27eb8db9d1  wyze                                          wyze                             1
s51065e0a46  wemo                                          belkin                           0
s5e10782449  hp                                            hp                               1
s86f53234b9  brother                                       brother                          1
s97a94f7625  roku                                          roku                             1
s2bdf0da0c9  apple                                         apple                            1
sf17192b63e  amazon                                        amazon                           1
s2d786ebadb  samsung                                       samsung                          1
s0df860ec9a  linksys                                       koogeek                          0
s1afeeab254  wyze                                          wyze                             1
sf99f0bfdc3  wemo                                          belkin                           0
s07779da5f8  apple                                         apple                            1
sf08d301393  apple                                         apple                            1
s08c35c42ed  apple                                         apple                            1
s2b58151c85  apple                                         apple                            1
sba2fa1077b  dell                                          brother                          0
s0ba90323cd  dell                                          asus                             0
s3e3279460e  lg electoronics                               lg                               0
se88280eff8  xiaomi                                        xiaomi                           1
sfef3f134b4  xiaomi                                        xiaomi                           1
sd51f429701  idevices                                      idevices                         1
sd8bf03c9b5  amazon                                        amazon                           1
s148703c220  belkin wemo                                   belkin                           0
sf2d3045f9e  belkin                                        belkin                           1
s618fa90c44  amazon                                        amazon                           1
s931e83a276  google                                        google                           1
saf070dd19e  wyze                                          wyze                             1
s271381d70c  oneplus                                       oneplus                          1
sc164e73a53  apple                                         apple                            1
s05b3651c85  google                                        google                           1
sc2457fa0c7  google                                        google                           1
s9df02d1a72  tesla                                         lg                               0
scb195eeeab  lg                                            lg                               1
s2c4414d8e0  owlet                                         ikea                             0
s80fe814d0f  rachio                                        ikea                             0
sbc01a75e5a  tivo                                          tivo                             1
s4d836e9504  ecobee                                        ecobee                           1
see91bcfcec  wyze                                          wyze                             1
s69794976c6  google                                        google                           1
s75988e2ac5  asus                                          asus                             1
sea86e379e5  wyze                                          wyze                             1
sd48ce1555a  philips                                       philips                          1
s6fd7c6d0ee  belkin                                        belkin                           1
sad54d7436e  google                                        google                           1
s8742af80a6  wyze                                          wyze                             1
s153c9e6462  tesla                                         lg                               0
s24f54ec81c  ihome                                         google                           0
s680a4327da  senibo                                        espressif                        0
s51b1ecf308  apple                                         apple                            1
s7f47aafd78  apple                                         apple                            1
s55426ead9e  amazon                                        amazon                           1
sc2602c99fd  amazon                                        amazon                           1
s8a40b8413a  apple                                         apple                            1
sec167316a6  directv                                       humax                            0
s47df66cd40  directv                                       directv                          1
s9ff9f3ff94  sony                                          sony                             1
sec6e82c3f0  panasonic                                     brother                          0
s53ebaf6ad4  magic hue                                     espressif                        0
s09791a37d2  directv                                       directv                          1
scd7aaa2c15  directv                                       humax                            0
s870c2fcc8e  directv                                       directv                          1
sf18d58150e  honeywell                                     honeywell                        1
s9807670d20  amazon                                        amazon                           1
s71eddd1ba7  amazon                                        amazon                           1
s31a1264279  roku                                          roku                             1
sc7cc17757d  flir                                          lorex                            0
s4077b39b7a  yamaha                                        yamaha                           1
scf39f1b426  apple                                         apple                            1
s3008cd15f5  samsung                                       samsung                          1
s1ebb7325e1  sagem                                         amazon                           0
sc58b1b2625  netatmo                                       netatmo                          1
sac0b5073d3  apple                                         apple                            1
safde052b80  apple                                         apple                            1
s3d15adedc6  huawei                                        huawei                           1
sabe9deda85  huawei                                        huawei                           1
se1329573c6  nitendo                                       nintendo                         1
s091d29acab  google                                        google                           1
s5badc89a86  sony                                          sony                             1
sfb85b127c3  dahua                                         dahua                            1
s3ef55b4944  athom                                         amazon                           0
se26735ac7a  microsoft                                     microsoft                        1
saeb19daccc  philips hue                                   philips                          0
s3062d551da  apple                                         apple                            1
s1c3d038ed5  ajax                                          wyze                             0
s75c233a1d3  dahua                                         dahua                            1
sa919eea862  apple                                         apple                            1
s9863f973de  audiopro                                      eufy                             0
se810b07801  ixsystems                                     hewlett packard                  0
s5494e283d7  ajax                                          wyze                             0
sa779285d08  nest labs                                     google                           0
s58be2a2108  netgear                                       netgear                          1
s0fefc8ad7b  amazon                                        amazon                           1
s3ed63a4841  netgear                                       netgear                          1
s8992442aa1  roku                                          roku                             1
s52cd79846a  bryant                                        amazon                           0
s1cfe8bbafb  amazon                                        amazon                           1
s746d324196  amazon                                        amazon                           1
s2291ccffd3  chamberlain                                   chamberlain                      1
s6574617d89  amazon                                        amazon                           1
sb20c4f7424  amazon                                        amazon                           1
s5beb6572c4  samsung                                       samsung                          1
s3d51b2abe9  roku                                          amazon                           0
sc8d10f950a  philips hue                                   philips                          0
s8628b1e364  vizio                                         vizio                            1
sc4d313ad52  vizio                                         vizio                            1
sfa06db4176  ooma                                          google                           0
sc943e0f285  tivo                                          tivo                             1
sefb3df8c17  tivo                                          tivo                             1
sc8e351a955  amazon                                        amazon                           1
s8ae28de354  tivo                                          tivo                             1
s3478cadd53  raspberry pi foundation                       raspberry pi                     0
s995a263b6a  google                                        google                           1
s0baf890970  microsoft                                     microsoft                        1
s1247aebcac  nest labs                                     google                           0
s1eaae02b15  google                                        google                           1
s6ddf3716c4  apple                                         apple                            1
scf2b016f70  apple                                         apple                            1
s9545c3ea1a  nintendo                                      nintendo                         1
s73076f03cc  google                                        google                           1
s8b728ecebc  sisyphus                                      raspberry pi                     0
sd42e83ea4c  samsung                                       samsung                          1
see39a7b444  apple                                         apple                            1
s4d4fab7c43  nintendo                                      nintendo                         1
s54a6b505af  wyze                                          wyze                             1
secc38dcf66  yeelight                                      xiaomi                           0
s3393144fdf  jvc                                           toshiba                          0
sd9db4496b4  samsung                                       samsung                          1
s2447905a78  google                                        google                           1
s6d6143b0ba  wink                                          wink                             1
s6371bb07cf  samsung                                       samsung                          1
s5163f71644  nvidia                                        nvidia                           1
s41ec35c143  google                                        google                           1
s950435b245  google                                        google                           1
sb6976ac25e  apple                                         apple                            1
sfc36c565c5  google                                        google                           1
s912e1ad341  nest labs                                     google                           0
s0355e20cf2  apple                                         apple                            1
sda80a1a474  samsung                                       samsung                          1
se8f60cbcb4  honeywell                                     honeywell                        1
s1e81b99601  amazon                                        amazon                           1
s561d40d2ac  nintendo                                      nintendo                         1
sade9a9b739  netatmo                                       netatmo                          1
s2d2ea1aa57  eero                                          eero                             1
sb7c7b60b5a  sony                                          brother                          0
s9826bb6500  idevices                                      idevices                         1
se9be2a6a45  eero                                          eero                             1
sf9f7ac72a5  blink                                         blink                            1
sdeaa55e35d  vocolinc                                      vocolinc                         1
sa65dbd8558  vocolinc                                      vocolinc                         1
sa8de16ce01  vocolinc                                      vocolinc                         1
s903787956a  eero                                          eero                             1
s40e2b96a00  apple                                         apple                            1
sc3a7221735  vocolinc                                      vocolinc                         1
s9c9f3bd134  samsung                                       samsung                          1
sa26d344561  vocolinc                                      vocolinc                         1
s6dd421cc32  apple                                         apple                            1
sa266d5f275  vocolinc                                      vocolinc                         1
se9f05475d2  blink                                         blink                            1
sd9b1ad2b7a  virtual machine                               other                            0
sf30bbf1efc  raspberry pi                                  raspberry pi                     1
saedb91b401  apple                                         apple                            1
sd5e6eb8028  raspberry pi                                  raspberry pi                     1
se20dcfbf99  raspberry pi                                  raspberry pi                     1
s916e6e7290  raspberry pi                                  raspberry pi                     1
sb3f70a9e21  android                                       apple                            0
sc57a959f06  gigabyte                                      intel                            0
sb24d12e8a3  asrock                                        asrock                           1
s1810a3b4aa  yamaha                                        yamaha                           1
s086565db2d  arris                                         arris                            1
s137a32bda6  netgear                                       netgear                          1
sd400cb5edc  netgear                                       netgear                          1
sf95b26d838  ?                                             espressif                        0
s4a3c4511c7  plex                                          qnap                             0
sc6dba6b02d  tplink kasa                                   tp-link                          0
sc346a8f5e0  lifx                                          lifx                             1
s2e066c0d96  netgear                                       netgear                          1
s628e33da09  sky                                           august                           0
s2fd9697acb  amazon                                        amazon                           1
s56ac43a850  samsung                                       samsung                          1
s3deefd5793  samsung                                       samsung                          1
s143f7c3497  lifx                                          lifx                             1
sedf3ccd657  meross                                        wyze                             0
s008bb350e6  logitech                                      logitech                         1
s986e303e6e  sonos                                         sonos                            1
s124e5558d5  nanoleaf                                      wyze                             0
s0ad7cd14d7  netatmo                                       netatmo                          1
s755f7d40af  amazon echo                                   amazon                           0
s59129e4192  belkin                                        belkin                           1
sfe32485d82  apple                                         apple                            1
sf0591661e1  logitech                                      logitech                         1
s578e1993c4  home assistant                                apple                            0
seed0d49451  western digital                               wd                               0
s13f28996d8  drobo                                         drobo                            1
sfb30a304bb  philips hue                                   philips                          0
s9695af0918  circle                                        apple                            0
s21d72e0f29  amazon                                        amazon                           1
s2c072132ed  nokia                                         apple                            0
s43e7b6d991  ooma                                          ooma                             1
sd761e5f96c  silicondust                                   silicondust                      1
s34b835c62b  ecobee                                        ecobee                           1
s4b34bb4df6  amazon                                        amazon                           1
s00fb1f3f73  ecobee                                        ecobee                           1
sdccc04fb89  apple                                         apple                            1
s1f4da56daf  solaredge                                     apple                            0
s28025ccf17  nintendo                                      nintendo                         1
s38a1809ecc  apple                                         apple                            1
sa58c381ef3  amazon                                        amazon                           1
s5644e2340f  apple                                         apple                            1
s963f9d80d0  chamberlain                                   chamberlain                      1
s51eb186174  philips                                       philips                          1
s361860ef28  google                                        google                           1
se70ddd38b9  google                                        google                           1
s8cd62b0204  yamaha                                        yamaha                           1
sc312c92902  philips                                       philips                          1
sbcb63cc66a  lifx                                          lifx                             1
sedd46b7fce  belkin                                        belkin                           1
s8835b19ead  logitech                                      logitech                         1
sae1af472da  logitech                                      logitech                         1
s7aed648789  invoxia                                       apple                            0
sc495275409  sony                                          brother                          0
sf0a412228f  logitech                                      logitech                         1
s989383dbfb  apple                                         apple                            1
sa87c502634  apple                                         apple                            1
sa8ecbc52a9  sleepnumber                                   sleep number                     1
s5bf6dd6c4c  amazon                                        amazon                           1
s97f8c2e7c1  sonos                                         sonos                            1
s4895ae5c8b  brother                                       brother                          1
sb04b5a5f31  sonos                                         sonos                            1
s6bec2b0a0a  irobot                                        google                           0
sc5023ebe6b  amazon                                        amazon                           1
sbc808b0892  logitech                                      logitech                         1
sc0817e82b9  belkin                                        belkin                           1
s254bf9e523  tcl                                           roku                             0
se5339fa90e  roku                                          roku                             1
sdd53edad6d  netgear                                       netgear                          1
s7a3ea38968  google                                        google                           1
sab1e62e8aa  hp                                            brother                          0
s4e7a94ce5b  apple                                         apple                            1
s3abf0143fe  tuya                                          apple                            0
sf79195a965  google                                        google                           1
sceec749d51  google                                        google                           1
se405fdd8a8  roku stick                                    roku                             0
s94bf8a4c0e  tuya                                          espressif                        0
s762b0d5d78  wd                                            wd                               1
sa75a6a01db  samsung                                       samsung                          1
s07180d74db  roku                                          roku                             1
s26010f7c90  honeywell                                     honeywell                        1
s305bffeee6  google                                        google                           1
s336007b967  google                                        google                           1
s2dc1cfc17e  apple                                         apple                            1
sf0928eb1ce  apple                                         apple                            1
s903492ed00  apple                                         apple                            1
s491129ec4c  apple                                         apple                            1
s442ad3cdd9  vizio                                         vizio                            1
s776ca2413a  lenovo                                        lenovo                           1
sa5c230940b  amazon                                        amazon                           1
s85a9805122  apple                                         apple                            1
s88a9df0601  nuheat                                        apple                            0
s6361242bab  logitech                                      logitech                         1
sead46c6d4d  nanoleaf                                      nanoleaf                         1
se778c12046  june                                          samsung                          0
s28b8eb127a  neato                                         amazon                           0
s7d9895bc5b  roku                                          roku                             1
s6455916e29  apple                                         apple                            1
s4806a20c05  sonoff                                        espressif                        0
sc368945cfe  google                                        google                           1
s29823ee469  google                                        belkin                           0
s2b8818fd48  amazon                                        amazon                           1
s12694ff260  unknown                                       espressif                        0
sa49c43d3f3  unknown                                       espressif                        0
s21af159a5d  purpleair                                     espressif                        0
s6a7379fa3d  bloomsky                                      wyze                             0
s16f217ed33  amazon                                        amazon                           1
sf6abc15ebc  apple                                         apple                            1
sb34422e440  google                                        google                           1
s934d50c719  lifx                                          lifx                             1
sd0faffb68c  skybell                                       skybell                          1
s7f318063c6  foo                                           apple                            0
